postal_code,type,city_en
10640,POST_OFFICE,Kaduwela
50282,POST_OFFICE,Kagama
80460,POST_OFFICE,Kahaduwa
82126,POST_OFFICE,Kahandamodara
70016,POST_OFFICE,Kahangama
60062,POST_OFFICE,Kahapathwala
50320,POST_OFFICE,Kahatagasdigiliya
50562,POST_OFFICE,Kahatagollewa
20924,POST_OFFICE,Kahataliyadda
90052,POST_OFFICE,Kahataruppa
11144,POST_OFFICE,Kahatowita
80312,POST_OFFICE,Kahawa
10508,POST_OFFICE,Kahawala
70150,POST_OFFICE,Kahawatta
21066,POST_OFFICE,Kaikawala
40400,POST_OFFICE,Kaitadi
61236,POST_OFFICE,Kakkapalliya
61534,POST_OFFICE,Kaladiya
22282,POST_OFFICE,Kalaganwatta
11875,POST_OFFICE,Kalagedihena
50288,POST_OFFICE,Kalakarambewa
50174,POST_OFFICE,Kalankuttiya
50226,POST_OFFICE,Kalaoya
10718,POST_OFFICE,Kalatuwawa
70450,POST_OFFICE,Kalawana
50556,POST_OFFICE,Kalawedi Ulpotha
22688,POST_OFFICE,Kalaweldeniya
12078,POST_OFFICE,Kalawila Kiranthidiya
11160,POST_OFFICE,Kaleliya
51002,POST_OFFICE,Kalingaela
30410,POST_OFFICE,Kalkudah
50454,POST_OFFICE,Kallanchiya
30250,POST_OFFICE,Kallar
32300,POST_OFFICE,Kalmunai
61360,POST_OFFICE,Kalpitiya
70122,POST_OFFICE,Kaltota
11224,POST_OFFICE,Kaluaggala
81478,POST_OFFICE,Kalubowitiyana
90352,POST_OFFICE,Kalubululanda
90546,POST_OFFICE,Kalugahakandura
20926,POST_OFFICE,Kalugala
60096,POST_OFFICE,Kalugamuwa
51037,POST_OFFICE,Kalukele Bandanagala
21112,POST_OFFICE,Kalundewa
90186,POST_OFFICE,Kalupahana
12000,POST_OFFICE,Kalutara
30197,POST_OFFICE,Kaluthavalai
30200,POST_OFFICE,Kaluwanchikudi
30372,POST_OFFICE,Kaluwankerny
81750,POST_OFFICE,Kamburugamuwa
81100,POST_OFFICE,Kamburupitiya
60054,POST_OFFICE,Kanadeniyawala
43072,POST_OFFICE,Kanagarayankulam
61273,POST_OFFICE,Kanamule
80136,POST_OFFICE,Kananke Bazaar
12418,POST_OFFICE,Kananwila
60422,POST_OFFICE,Kanattewewa
90020,POST_OFFICE,Kandaketiya
61358,POST_OFFICE,Kandakuliya
21106,POST_OFFICE,Kandalama
11320,POST_OFFICE,Kandana
12428,POST_OFFICE,Kandanagama
22220,POST_OFFICE,Kandapola
91403,POST_OFFICE,Kandasurindugama
91032,POST_OFFICE,Kandaudapanguwa
42508,POST_OFFICE,Kandavalai
90070,POST_OFFICE,Kandegedara
90356,POST_OFFICE,Kandepuhulpola
20000,POST_OFFICE,Kandy KY)
40190,POST_OFFICE,Kankasanthurai
32405,POST_OFFICE,Kannagipuram
30016,POST_OFFICE,Kannankudah
71372,POST_OFFICE,Kannattota KE)
31032,POST_OFFICE,Kanniya
31300,POST_OFFICE,Kantale
31306,POST_OFFICE,Kantale Sugar Factory
31055,POST_OFFICE,Kapalthurai
10662,POST_OFFICE,Kapugoda
50370,POST_OFFICE,Kapugollewa
20206,POST_OFFICE,Kapuliyadda
30354,POST_OFFICE,Karadiyanaru
60106,POST_OFFICE,Karagahagedara
21014,POST_OFFICE,Karagahahinna
50232,POST_OFFICE,Karagahawewa
80151,POST_OFFICE,Karagoda
81082,POST_OFFICE,Karagoda Uyangoda
40250,POST_OFFICE,Karainagar
60602,POST_OFFICE,Karambe
91077,POST_OFFICE,Karandagama
20738,POST_OFFICE,Karandagolla
70488,POST_OFFICE,Karandana
80360,POST_OFFICE,Karandeniya
70018,POST_OFFICE,Karangoda
81106,POST_OFFICE,Karaputugala
32250,POST_OFFICE,Karativu
81308,POST_OFFICE,Karatota
40520,POST_OFFICE,Karaveddi
91079,POST_OFFICE,Karawila Pallegama
61022,POST_OFFICE,Karawitagara
42303,POST_OFFICE,Karipaddamurippu
82274,POST_OFFICE,Kariyamaditta
61314,POST_OFFICE,Karuwalagaswewa
51032,POST_OFFICE,Kashyapapura
11534,POST_OFFICE,Katana
91400,POST_OFFICE,Kataragama
30456,POST_OFFICE,Kathiraveli
50261,POST_OFFICE,Katiyawa
30100,POST_OFFICE,Kattankudi
21016,POST_OFFICE,Katudeniya
20800,POST_OFFICE,Katugastota
22588,POST_OFFICE,Katukitula
11450,POST_OFFICE,Katunayake
11420,POST_OFFICE,Katunayake IPZ
11440,POST_OFFICE,Katunayake Air Force Camp
61180,POST_OFFICE,Katuneriya
60350,POST_OFFICE,Katupota
82500,POST_OFFICE,Katuwana
11526,POST_OFFICE,Katuwellegama
42608,POST_OFFICE,Kautharimunai
21072,POST_OFFICE,Kavudupelella
82622,POST_OFFICE,Kawantissapura
51414,POST_OFFICE,Kawudulla
51514,POST_OFFICE,Kawuduluwewa Stage II
40270,POST_OFFICE,Kayts
90102,POST_OFFICE,Kebillawela
50550,POST_OFFICE,Kebithigollewa
22274,POST_OFFICE,Keerthi Bandarapura
71000,POST_OFFICE,Kegalle
71533,POST_OFFICE,Kehelpannala
12550,POST_OFFICE,Kehelwatta
81020,POST_OFFICE,Kekanadura
50100,POST_OFFICE,Kekirawa
32074,POST_OFFICE,Kekirihena
51168,POST_OFFICE,Kekuluwela
60183,POST_OFFICE,Kekunagolla
22684,POST_OFFICE,Kelanigama
11600,POST_OFFICE,Kelaniya
12218,POST_OFFICE,Kelinkanda
70352,POST_OFFICE,Kella Junction
90048,POST_OFFICE,Kendagolla
91552,POST_OFFICE,Kendawinna
50452,POST_OFFICE,Kendewa
90350,POST_OFFICE,Keppetipola
60288,POST_OFFICE,Keppitiwalana
90738,POST_OFFICE,Keselpotha
22660,POST_OFFICE,Ketaboola
20306,POST_OFFICE,Ketakumbura
20198,POST_OFFICE,Ketawala Leula
90016,POST_OFFICE,Ketawatta
42400,POST_OFFICE,Kilinochchi
31220,POST_OFFICE,Kiliveddy
21122,POST_OFFICE,Kimbissa
11522,POST_OFFICE,Kimbulapitiya
60548,POST_OFFICE,Kimbulwanaoya
31100,POST_OFFICE,Kinniya
50259,POST_OFFICE,Kiralogama
82550,POST_OFFICE,Kirama
30394,POST_OFFICE,Kiran
30159,POST_OFFICE,Kirankulam
90184,POST_OFFICE,Kirawanagama
11601,POST_OFFICE,Kiribathgoda
20442,POST_OFFICE,Kiribathkumbura
70480,POST_OFFICE,Kiriella
50511,POST_OFFICE,Kirigalwewa
91252,POST_OFFICE,Kiriibbanwewa
70102,POST_OFFICE,Kirimatitenna
60157,POST_OFFICE,Kirimetiyana
60184,POST_OFFICE,Kirimetiyawa
61362,POST_OFFICE,Kirimundalama
82614,POST_OFFICE,Kirinda
60212,POST_OFFICE,Kirindawa
60502,POST_OFFICE,Kirindigalla
11730,POST_OFFICE,Kirindiwela
10208,POST_OFFICE,Kiriwattuduwa
81514,POST_OFFICE,Kiriweldola
81456,POST_OFFICE,Kiriwelkele
11206,POST_OFFICE,Kitalawalana
60188,POST_OFFICE,Kithalawa
71720,POST_OFFICE,Kitulgala
12222,POST_OFFICE,Kitulgoda
50132,POST_OFFICE,Kitulhitiyawa
11242,POST_OFFICE,Kitulwala
21042,POST_OFFICE,Kiwula
60410,POST_OFFICE,Kobeigane
20928,POST_OFFICE,Kobonilla
11540,POST_OFFICE,Kochchikade
30249,POST_OFFICE,Koddaikallar
40700,POST_OFFICE,Kodikamam
60028,POST_OFFICE,Kohilegedara
12007,POST_OFFICE,Koholana
90006,POST_OFFICE,Kohowilakandura
30160,POST_OFFICE,Kokkaddichcholai
42020,POST_OFFICE,Kokkilai
42010,POST_OFFICE,Kokkuthoduvai
40060,POST_OFFICE,Kokkuvil
32035,POST_OFFICE,Koknahara
20212,POST_OFFICE,Kolabissa
32102,POST_OFFICE,Kolamanthalawa
70180,POST_OFFICE,Kolambageara
81522,POST_OFFICE,Kolawenigama
70403,POST_OFFICE,Kolombugama
20971,POST_OFFICE,Kolongoda
70350,POST_OFFICE,Kolonna
10600,POST_OFFICE,Kolonnawa
32418,POST_OFFICE,Komari
42420,POST_OFFICE,Konavil
40062,POST_OFFICE,Kondavil
71501,POST_OFFICE,Kondeniya
21500,POST_OFFICE,Kongahawela
60630,POST_OFFICE,Konwewa
40170,POST_OFFICE,Kopay
32417,POST_OFFICE,Koralkalapu
11044,POST_OFFICE,Korase
60356,POST_OFFICE,Kosdeniya
10730,POST_OFFICE,Kosgama
80570,POST_OFFICE,Kosgoda
60029,POST_OFFICE,Kosgolla
90190,POST_OFFICE,Koslanda
61158,POST_OFFICE,Koswatte
91559,POST_OFFICE,Kotabowa
11232,POST_OFFICE,Kotadeniyawa
22080,POST_OFFICE,Kotagala
91512,POST_OFFICE,Kotagama
01300,POST_OFFICE,Kotahena
90506,POST_OFFICE,Kotamuduna
81480,POST_OFFICE,Kotapola
60483,POST_OFFICE,Kotawehera
91312,POST_OFFICE,Kotawehera Mankada
71106,POST_OFFICE,Kotawella
91024,POST_OFFICE,Kotiyagala
71370,POST_OFFICE,Kotiyakumbura
22560,POST_OFFICE,Kotmale
61252,POST_OFFICE,Kottantivu
51244,POST_OFFICE,Kottapitiya
10220,POST_OFFICE,Kottawa
80062,POST_OFFICE,Kottawagama
81180,POST_OFFICE,Kottegoda
22042,POST_OFFICE,Kottellena
61532,POST_OFFICE,Kottukachchiya
11390,POST_OFFICE,Kotugoda
31014,POST_OFFICE,Kuchchaveli
12426,POST_OFFICE,Kuda Uduwa
60003,POST_OFFICE,Kudagalgamuwa
60754,POST_OFFICE,Kudakathnoruwa
40620,POST_OFFICE,Kudathanai
70005,POST_OFFICE,Kudawa
61226,POST_OFFICE,Kudawewa
91103,POST_OFFICE,Kukurampola
80328,POST_OFFICE,Kuleegoda
60200,POST_OFFICE,Kuliyapitiya
20048,POST_OFFICE,Kulugammana
51412,POST_OFFICE,Kumaragama
61032,POST_OFFICE,Kumarakattuwa
22272,POST_OFFICE,Kumbalgamuwa
11105,POST_OFFICE,Kumbaloluwa
22121,POST_OFFICE,Kumbaloluwegama
60508,POST_OFFICE,Kumbukgeta
61318,POST_OFFICE,Kumbukkalla
91098,POST_OFFICE,Kumbukkana
20902,POST_OFFICE,Kumbukkandura
22246,POST_OFFICE,Kumbukwela
60506,POST_OFFICE,Kumbukwewa
20086,POST_OFFICE,Kumburegama
31012,POST_OFFICE,Kumburupiddy
20168,POST_OFFICE,Kundasale
60438,POST_OFFICE,Kuratihena
31112,POST_OFFICE,Kurinchakerny
61356,POST_OFFICE,Kurinjanpitiya
61516,POST_OFFICE,Kuruketiyawa
30192,POST_OFFICE,Kurukkalmadam
50062,POST_OFFICE,Kurundankulama
80395,POST_OFFICE,Kurundugaha Hethekma
20514,POST_OFFICE,Kurunduwatta Bazaar
60000,POST_OFFICE,Kurunegala
22252,POST_OFFICE,Kurupanawela
70500,POST_OFFICE,Kuruwita
90728,POST_OFFICE,Kuruwitenna
90046,POST_OFFICE,Kuttiyagolla
60162,POST_OFFICE,Labbala
22592,POST_OFFICE,Labukele
50088,POST_OFFICE,Labunoruwa
21520,POST_OFFICE,Laggala Pallegama
32512,POST_OFFICE,Lahugala
22034,POST_OFFICE,Lakshapana
51006,POST_OFFICE,Lakshauyana
90068,POST_OFFICE,Landewela
81526,POST_OFFICE,Lankagama
31234,POST_OFFICE,Lankapatuna
20482,POST_OFFICE,Leemagahakotuwa
21008,POST_OFFICE,Leliambe
70056,POST_OFFICE,Lellopitiya
21094,POST_OFFICE,Lenadora
71315,POST_OFFICE,Lewangama
61138,POST_OFFICE,Lihiriyagama
22090,POST_OFFICE,Lindula
90106,POST_OFFICE,Liyanagahawela
60108,POST_OFFICE,Lokahettiya
11204,POST_OFFICE,Loluwagoda
82108,POST_OFFICE,Lunama
90530,POST_OFFICE,Lunugala
11062,POST_OFFICE,Lunugama
82634,POST_OFFICE,Lunugamwehera
20172,POST_OFFICE,Lunuketiya Maditta
90310,POST_OFFICE,Lunuwatte
61150,POST_OFFICE,Lunuwila
11114,POST_OFFICE,Mabodale
11305,POST_OFFICE,Mabola
60552,POST_OFFICE,Madahapola
60209,POST_OFFICE,Madakumburumulla
70158,POST_OFFICE,Madalagama
61230,POST_OFFICE,Madampe
10306,POST_OFFICE,Madapatha
50130,POST_OFFICE,Madatugama
20260,POST_OFFICE,Madawala Bazaar
21074,POST_OFFICE,Madawala Ulpotha
32016,POST_OFFICE,Madawalalanda
11033,POST_OFFICE,Madelgamuwa
21156,POST_OFFICE,Madipola
90535,POST_OFFICE,Madolsima
41010,POST_OFFICE,Madu Church
41020,POST_OFFICE,Madu Road
20938,POST_OFFICE,Madugalla
90517,POST_OFFICE,Madugastalawa
91071,POST_OFFICE,Madukotanarawa
20840,POST_OFFICE,Madulkele
22256,POST_OFFICE,Madulla
60532,POST_OFFICE,Maduragoda
61270,POST_OFFICE,Madurankuliya
51108,POST_OFFICE,Maduruoya
60512,POST_OFFICE,Maeliya
82608,POST_OFFICE,Magama
80152,POST_OFFICE,Magedara
12060,POST_OFFICE,Maggona
60221,POST_OFFICE,Magulagama
20237,POST_OFFICE,Maha Alapalawala
51518,POST_OFFICE,Maha Ambagaswewa
50126,POST_OFFICE,Maha Elagamuwa
71722,POST_OFFICE,Mahabage
50196,POST_OFFICE,Mahabulankulama
31036,POST_OFFICE,Mahadivulwewa
20945,POST_OFFICE,Mahadoraliyadda
60731,POST_OFFICE,Mahagalkadawala
82016,POST_OFFICE,Mahagalwewa
12210,POST_OFFICE,Mahagama
91256,POST_OFFICE,Mahagama Colony
60479,POST_OFFICE,Mahagirilla
50270,POST_OFFICE,Mahailluppallama
43080,POST_OFFICE,Mahakachchakodiya
91027,POST_OFFICE,Mahakalugolla
12126,POST_OFFICE,Mahakalupahana
50306,POST_OFFICE,Mahakanadarawa
60346,POST_OFFICE,Mahakeliya
61272,POST_OFFICE,Mahakumbukkadawala
20216,POST_OFFICE,Mahamedagama
60516,POST_OFFICE,Mahamukalanyaya
20547,POST_OFFICE,Mahamulgama
32018,POST_OFFICE,Mahanagapura
60724,POST_OFFICE,Mahananneriya
32070,POST_OFFICE,Mahaoya
71063,POST_OFFICE,Mahapallegama
70334,POST_OFFICE,Mahapannila
50327,POST_OFFICE,Mahapothana
11851,POST_OFFICE,Mahara
60286,POST_OFFICE,Maharachchimulla
10280,POST_OFFICE,Maharagama
71211,POST_OFFICE,Maharangalla
31106,POST_OFFICE,Maharugiramam
50574,POST_OFFICE,Mahasenpura
51506,POST_OFFICE,Mahatalakolawewa
20551,POST_OFFICE,Mahaudagama
61512,POST_OFFICE,Mahauswewa
70112,POST_OFFICE,Mahawalatenna
21140,POST_OFFICE,Mahawela
51076,POST_OFFICE,Mahaweli Sinhapura
61220,POST_OFFICE,Mahawewa
50022,POST_OFFICE,Mahawilachchiya
90700,POST_OFFICE,Mahiyanganaya
60600,POST_OFFICE,Maho
50384,POST_OFFICE,Mailagaswewa
20702,POST_OFFICE,Mailapitiya
80243,POST_OFFICE,Majuwana Keradewala
10305,POST_OFFICE,Makandana
81070,POST_OFFICE,Makandura
70298,POST_OFFICE,Makandura
71507,POST_OFFICE,Makehelwala
11358,POST_OFFICE,Makewita
20828,POST_OFFICE,Makkanigama
11640,POST_OFFICE,Makola
20921,POST_OFFICE,Makuldeniya
90114,POST_OFFICE,Makulella
60714,POST_OFFICE,Makulewa
60514,POST_OFFICE,Makulpotha
60578,POST_OFFICE,Makulwewa
60404,POST_OFFICE,Malagane
71704,POST_OFFICE,Malalpola
10115,POST_OFFICE,Malambe
22021,POST_OFFICE,Maldeniya
80144,POST_OFFICE,Malgalla Talangalla
90754,POST_OFFICE,Malgoda
71411,POST_OFFICE,Maliboda
81424,POST_OFFICE,Maliduwa
90138,POST_OFFICE,Malitta
90022,POST_OFFICE,Maliyadda
40142,POST_OFFICE,Mallakam
31224,POST_OFFICE,Mallikativu
71325,POST_OFFICE,Malmaduwa
70001,POST_OFFICE,Malwala Junction
11670,POST_OFFICE,Malwana
50236,POST_OFFICE,Malwanegama
32198,POST_OFFICE,Malwatta
82109,POST_OFFICE,Mamadala
43078,POST_OFFICE,Mamaduwa
61341,POST_OFFICE,Mampuri
51090,POST_OFFICE,Manampitiya
21144,POST_OFFICE,Mananwatta
60434,POST_OFFICE,Mandapola
22744,POST_OFFICE,Mandaram Nuwara
40045,POST_OFFICE,Mandativu
11061,POST_OFFICE,Mandawala
30220,POST_OFFICE,Mandur
50182,POST_OFFICE,Maneruwa
61266,POST_OFFICE,Mangalaeliya
32069,POST_OFFICE,Mangalagama
40200,POST_OFFICE,Manipay
10707,POST_OFFICE,Maniyangama
30442,POST_OFFICE,Mankerni
42300,POST_OFFICE,Mankulam
41000,POST_OFFICE,Mannar
21506,POST_OFFICE,Maoya
90730,POST_OFFICE,Mapakadawewa
20662,POST_OFFICE,Mapakanda
80114,POST_OFFICE,Mapalagama
80116,POST_OFFICE,Mapalagama Central
50080,POST_OFFICE,Maradankadawala
50308,POST_OFFICE,Maradankalla
43055,POST_OFFICE,Maraiyadithakulam
21554,POST_OFFICE,Maraka
81416,POST_OFFICE,Maramba
11260,POST_OFFICE,Marandagahamula
70041,POST_OFFICE,Marapana
20210,POST_OFFICE,Marassana
32314,POST_OFFICE,Marathamune
20113,POST_OFFICE,Marathugoda
91006,POST_OFFICE,Marawa
61210,POST_OFFICE,Marawila
91052,POST_OFFICE,Mariarawa
41055,POST_OFFICE,Marichchikaddi
20714,POST_OFFICE,Marymount Colony
22070,POST_OFFICE,Maskeliya
90328,POST_OFFICE,Maspanna
60344,POST_OFFICE,Maspotha
22566,POST_OFFICE,Maswela
21000,POST_OFFICE,Matale
81000,POST_OFFICE,Matara
40110,POST_OFFICE,Mathagal
80424,POST_OFFICE,Mattaka
10240,POST_OFFICE,Mattegoda
12100,POST_OFFICE,Matugama
22748,POST_OFFICE,Maturata
70482,POST_OFFICE,Matuwagalagama
90582,POST_OFFICE,Maussagolla
31238,POST_OFFICE,Mawadichchenai
32158,POST_OFFICE,Mawanagama
32163,POST_OFFICE,Mawanawela
71500,POST_OFFICE,Mawanella
60060,POST_OFFICE,Mawathagama
20564,POST_OFFICE,Mawatura
80092,POST_OFFICE,Meda Keembiya
70021,POST_OFFICE,Medagalatura
91550,POST_OFFICE,Medagama
20940,POST_OFFICE,Medamahanuwara
82254,POST_OFFICE,Medamulana
50500,POST_OFFICE,Medawachchiya
61509,POST_OFFICE,Medawakkulama
20120,POST_OFFICE,Medawala Harispattuwa
90218,POST_OFFICE,Medawela Udukinda
90518,POST_OFFICE,Medawelagama
70127,POST_OFFICE,Meddekanda
81524,POST_OFFICE,Mederipitiya
51500,POST_OFFICE,Medirigiriya
60612,POST_OFFICE,Mediyawa
90015,POST_OFFICE,Meegahakivula
12130,POST_OFFICE,Meegahatenna
60750,POST_OFFICE,Meegalewa
12094,POST_OFFICE,Meegama
51508,POST_OFFICE,Meegaswewa
10504,POST_OFFICE,Meegoda
50329,POST_OFFICE,Meeminnawala
40510,POST_OFFICE,Meesalai
60066,POST_OFFICE,Meetanwala
20512,POST_OFFICE,Meethalawa
80330,POST_OFFICE,Meetiyagoda
60484,POST_OFFICE,Meewellawa
20409,POST_OFFICE,Megoda Kalugamuwa
50334,POST_OFFICE,Megodawewa
11234,POST_OFFICE,Mellawagedara
21055,POST_OFFICE,Melpitiya
60540,POST_OFFICE,Melsiripura
20470,POST_OFFICE,Menikdiwela
20170,POST_OFFICE,Menikhinna
90540,POST_OFFICE,Metigahatenna
21062,POST_OFFICE,Metihakka
60304,POST_OFFICE,Metikumbura
60121,POST_OFFICE,Metiyagane
82270,POST_OFFICE,Middeniya
81312,POST_OFFICE,Miella
82014,POST_OFFICE,Migahajandura
71716,POST_OFFICE,Migastenna
50300,POST_OFFICE,Mihintale
12412,POST_OFFICE,Millaniya
21154,POST_OFFICE,Millawana
12422,POST_OFFICE,Millewa
20923,POST_OFFICE,Mimure
60004,POST_OFFICE,Minhettiya
20109,POST_OFFICE,Minigamuwa
20983,POST_OFFICE,Minipe
70494,POST_OFFICE,Minipura Dumbara
51410,POST_OFFICE,Minneriya
60406,POST_OFFICE,Minuwangete
11550,POST_OFFICE,Minuwangoda
22254,POST_OFFICE,Mipanawa
22214,POST_OFFICE,Mipilimana
90134,POST_OFFICE,Mirahawatta
30426,POST_OFFICE,Miravodai
11200,POST_OFFICE,Mirigama
60408,POST_OFFICE,Mirihanegama
82001,POST_OFFICE,Mirijjawila
81740,POST_OFFICE,Mirissa
60046,POST_OFFICE,Mirissala
80508,POST_OFFICE,Miriswatte
90504,POST_OFFICE,Miriyabedda
40750,POST_OFFICE,Mirusuvil
11742,POST_OFFICE,Mithirigala
70604,POST_OFFICE,Mitipola
12424,POST_OFFICE,Miwanapalana
90584,POST_OFFICE,Miyanakandura
71432,POST_OFFICE,Miyanawita
82416,POST_OFFICE,Modarawana
71016,POST_OFFICE,Molagoda
12216,POST_OFFICE,Molkawa
91000,POST_OFFICE,Monaragala
60495,POST_OFFICE,Monnekulama
32012,POST_OFFICE,Moragahapallama
81532,POST_OFFICE,Moragala Kirilipone
60354,POST_OFFICE,Moragane
60640,POST_OFFICE,Moragollagama
70129,POST_OFFICE,Morahela
22036,POST_OFFICE,Morahenagama
50349,POST_OFFICE,Morakewa
30392,POST_OFFICE,Morakottanchenai
12232,POST_OFFICE,Morapitiya
60038,POST_OFFICE,Morathiha
10400,POST_OFFICE,Moratuwa
81470,POST_OFFICE,Morawaka
91108,POST_OFFICE,Moratuwegama
71220,POST_OFFICE,Morontota
12564,POST_OFFICE,Morontuduwa
10370,POST_OFFICE,Mount .Lavinia
61506,POST_OFFICE,Mudalakkuliya
11112,POST_OFFICE,Muddaragama
11056,POST_OFFICE,Mudungoda
61014,POST_OFFICE,Mugunuwatawana
50324,POST_OFFICE,Mukiriyawa
61274,POST_OFFICE,Mukkutoduwawa
81071,POST_OFFICE,Mulatiyana Junction
70212,POST_OFFICE,Mulendiyawala
70117,POST_OFFICE,Mulgama
82242,POST_OFFICE,Mulkirigala
42000,POST_OFFICE,Mullaitivu
10202,POST_OFFICE,Mullegama
10620,POST_OFFICE,Mulleriyawa New Town
31312,POST_OFFICE,Mullipothana
42025,POST_OFFICE,Mullivaikkal
42570,POST_OFFICE,Mulliyan
42100,POST_OFFICE,Mulliyawalai
60218,POST_OFFICE,Munamaldeniya
61250,POST_OFFICE,Mundel
22752,POST_OFFICE,Munwatta
42505,POST_OFFICE,Murasumoddai
50344,POST_OFFICE,Muriyakadawala
41030,POST_OFFICE,Murunkan
20526,POST_OFFICE,Muruthagahamula
20232,POST_OFFICE,Muruthalawa
60122,POST_OFFICE,Muruthenge
42210,POST_OFFICE,Muthayankaddakulam
61195,POST_OFFICE,Muttibendivila
51064,POST_OFFICE,Mutugala
31200,POST_OFFICE,Mutur
21044,POST_OFFICE,Muwandeniya
60482,POST_OFFICE,Nabadewa
50046,POST_OFFICE,Nachchaduwa
42308,POST_OFFICE,Naddankandal
81092,POST_OFFICE,Nadugala
40630,POST_OFFICE,Nagarkovil
80110,POST_OFFICE,Nagoda
60590,POST_OFFICE,Nagollagama
60226,POST_OFFICE,Nagollagoda
61120,POST_OFFICE,Nainamadama
40360,POST_OFFICE,Nainativu
80064,POST_OFFICE,Nakiyadeniya
91003,POST_OFFICE,Nakkala
60186,POST_OFFICE,Nakkawatta
82300,POST_OFFICE,Nakulugamuwa
21082,POST_OFFICE,Nalanda
61244,POST_OFFICE,Nalladarankattuwa
32037,POST_OFFICE,Namaloya
50339,POST_OFFICE,Namalpura
90580,POST_OFFICE,Namunukula
41033,POST_OFFICE,Nanattan
91519,POST_OFFICE,Nannapurawa
22150,POST_OFFICE,Nanuoya
10704,POST_OFFICE,Napawala
60100,POST_OFFICE,Narammala
90064,POST_OFFICE,Narangala
60152,POST_OFFICE,Narangoda
20176,POST_OFFICE,Narampanawa
11063,POST_OFFICE,Naranwala
81302,POST_OFFICE,Narawelpita
61190,POST_OFFICE,Nattandiya
20194,POST_OFFICE,Nattarampotha
21090,POST_OFFICE,Naula
80416,POST_OFFICE,Navadagala
30238,POST_OFFICE,Navagirinagar
30018,POST_OFFICE,Navatkadu
81017,POST_OFFICE,Navimana
32308,POST_OFFICE,Navithanveli
61520,POST_OFFICE,Nawagattegama
70469,POST_OFFICE,Nawalakanda
20650,POST_OFFICE,Nawalapitiya
51071,POST_OFFICE,Nawamahasenpura
32120,POST_OFFICE,Nawamedagama
11222,POST_OFFICE,Nawana
51066,POST_OFFICE,Nawasenapura
60292,POST_OFFICE,Nawatalwatta
22670,POST_OFFICE,Nawathispane
70165,POST_OFFICE,Nawinnapinnakanda
12106,POST_OFFICE,Nawuttuduwa
22568,POST_OFFICE,Nayapana Colony
12030,POST_OFFICE,Neboda
11066,POST_OFFICE,Nedungamuwa
43075,POST_OFFICE,Nedunkerny
31228,POST_OFFICE,Neelapola
40165,POST_OFFICE,Neervely
11500,POST_OFFICE,Negambo
50180,POST_OFFICE,Negampaha
60549,POST_OFFICE,Nelliya
32042,POST_OFFICE,Nelliyadda
90042,POST_OFFICE,Nelumgama
51096,POST_OFFICE,Nelumwewa
71060,POST_OFFICE,Nelundeniya
80082,POST_OFFICE,Neluwa
43100,POST_OFFICE,Neriyakulam
82135,POST_OFFICE,Netolpitiya
82414,POST_OFFICE,Nihiluwa
60580,POST_OFFICE,Nikadalupotha
11128,POST_OFFICE,Nikahetikanda
90165,POST_OFFICE,Nikapotha
21203,POST_OFFICE,Nikawehera
60470,POST_OFFICE,Nikaweratiya
31010,POST_OFFICE,Nilaveli
22280,POST_OFFICE,Nildandahinna
91508,POST_OFFICE,Nilgala
20418,POST_OFFICE,Nillambe
80318,POST_OFFICE,Nindana
32340,POST_OFFICE,Nintavur
70038,POST_OFFICE,Niralgama
22075,POST_OFFICE,Nishshanka Uyana
11880,POST_OFFICE,Nittambuwa
11354,POST_OFFICE,Nivandama
70400,POST_OFFICE,Nivithigala
71608,POST_OFFICE,Niwatuwa
71602,POST_OFFICE,Niyadurupola
50200,POST_OFFICE,Nochchiyagama
71407,POST_OFFICE,Noori
61342,POST_OFFICE,Norachcholai
22058,POST_OFFICE,Norwood
21534,POST_OFFICE,Nugagolla
20204,POST_OFFICE,Nugaliyadda
90216,POST_OFFICE,Nugatalawa
20072,POST_OFFICE,Nugawela
10250,POST_OFFICE,Nugegoda
22200,POST_OFFICE,Nuwara Eliya
51039,POST_OFFICE,Nuwaragala
91007,POST_OFFICE,Obbegoda
30420,POST_OFFICE,Oddamavadi
42200,POST_OFFICE,Oddusuddan
90168,POST_OFFICE,Ohiya
91060,POST_OFFICE,Okkampitiya
32360,POST_OFFICE,Oluwil
70215,POST_OFFICE,Omalpe
43050,POST_OFFICE,Omanthai
51004,POST_OFFICE,Onegama
21076,POST_OFFICE,Opalgala
70080,POST_OFFICE,Opanayake
80142,POST_OFFICE,Opatha
51256,POST_OFFICE,Orubendisiyambalawa
21020,POST_OFFICE,Ovilikanda
41045,POST_OFFICE,P.P.Potkerny
12074,POST_OFFICE,Padagoda
70230,POST_OFFICE,Padalangala
50572,POST_OFFICE,Padavi Maithripura
50582,POST_OFFICE,Padavi Parakramapura
50588,POST_OFFICE,Padavi Sri tissapura
50587,POST_OFFICE,Padavi Sripura
50570,POST_OFFICE,Padaviya
82636,POST_OFFICE,Padawkema
60461,POST_OFFICE,Padeniya
50338,POST_OFFICE,Padikaramaduwa
60236,POST_OFFICE,Padiwela
22750,POST_OFFICE,Padiyapelella
32100,POST_OFFICE,Padiyatalawa
10500,POST_OFFICE,Padukka
82008,POST_OFFICE,Pahala Andarawewa
60193,POST_OFFICE,Pahala Diyadora
50206,POST_OFFICE,Pahala Halmillewa
50220,POST_OFFICE,Pahala Maragahawewa
